voc_id,date,channel,type,store_code,store_name,sku_mentioned,to_team,sla_hours,response_hours,status,summary
VOC-20260430-0384,2026-04-30,인스타DM,배송문의,,,,물류팀,4,8.7,지연완료,[배송문의] 추적 문의
VOC-20260430-0385,2026-04-30,카카오톡,교환환불,,,BB002,CE팀_교환,8,4.4,완료,[교환환불] 사이즈 (트와일라잇 배쓰밤)
VOC-20260430-0386,2026-04-30,자사몰_게시판,제품문의,,,BD004,CE팀_제품지식,6,2.7,완료,[제품문의] 피부타입 (로션 바 더 컴포터)
VOC-20260430-0387,2026-04-30,채널톡,교환환불,,,,CE팀_교환,8,14.9,지연완료,[교환환불] 하자
VOC-20260430-0388,2026-04-30,카카오톡,매장문의,PG01,현대판교,,리테일본부,12,4.3,완료,[매장문의] 이벤트 일정 - 현대판교
VOC-20260430-0389,2026-04-30,카카오톡,배송문의,,,,물류팀,4,1.7,완료,[배송문의] 배송 늦음
VOC-20260430-0390,2026-04-30,전화,제품문의,,,LP003,CE팀_제품지식,6,3.2,완료,[제품문의] 성분 (립 밤 허니 트랩)
VOC-20260430-0391,2026-04-30,채널톡,칭찬,MD01,명동본점,FM002,VOC_리워드,24,5.8,완료,[칭찬] 직원응대 - 명동본점 (쿠퍼톤 페이스 마스크)
VOC-20260430-0392,2026-04-30,인스타DM,배송문의,,,,물류팀,4,,미회신,[배송문의] 추적 문의
VOC-20260430-0393,2026-04-30,전화,배송문의,,,,물류팀,4,7.5,지연완료,[배송문의] 추적 문의
VOC-20260430-0394,2026-04-30,채널톡,매장문의,BS01,신세계센텀,,리테일본부,12,9.7,완료,[매장문의] 이벤트 일정 - 신세계센텀
VOC-20260430-0395,2026-04-30,카카오톡,매장문의,MD01,명동본점,,리테일본부,12,5.8,완료,[매장문의] 이벤트 일정 - 명동본점
VOC-20260430-0396,2026-04-30,자사몰_게시판,매장문의,DG01,현대대구,,리테일본부,12,1.8,완료,[매장문의] 재고 - 현대대구
VOC-20260430-0397,2026-04-30,자사몰_게시판,제품문의,,,BD001,CE팀_제품지식,6,3.4,완료,[제품문의] 사용법 (샤워젤리 위치 어메이징)
VOC-20260430-0398,2026-04-30,채널톡,칭찬,BS01,신세계센텀,FM003,VOC_리워드,24,14.0,완료,[칭찬] 직원응대 - 신세계센텀 (캐치 어 스타 페이스 마스크)
VOC-20260430-0399,2026-04-30,카카오톡,매장문의,MD01,명동본점,,리테일본부,12,4.1,완료,[매장문의] 이벤트 일정 - 명동본점
VOC-20260430-0400,2026-04-30,카카오톡,매장문의,JS01,잠실롯데,,리테일본부,12,16.4,지연완료,[매장문의] 재고 - 잠실롯데
VOC-20260430-0401,2026-04-30,자사몰_게시판,포장오류,,,,물류팀,4,2.9,완료,[포장오류] 찌그러짐
VOC-20260430-0402,2026-04-30,채널톡,제품문의,,,BB002,CE팀_제품지식,6,4.5,완료,[제품문의] 사용법 (트와일라잇 배쓰밤)
VOC-20260430-0403,2026-04-30,자사몰_게시판,배송문의,,,,물류팀,4,2.1,완료,[배송문의] 추적 문의
VOC-20260430-0404,2026-04-30,전화,배송문의,,,,물류팀,4,5.9,지연완료,[배송문의] 추적 문의
VOC-20260430-0405,2026-04-30,카카오톡,배송문의,,,,물류팀,4,6.1,지연완료,[배송문의] 배송 늦음
VOC-20260430-0406,2026-04-30,인스타DM,교환환불,,,,CE팀_교환,8,7.1,완료,[교환환불] 단순변심
VOC-20260430-0407,2026-04-30,카카오톡,배송문의,,,,물류팀,4,2.0,완료,[배송문의] 추적 문의
VOC-20260430-0408,2026-04-30,전화,교환환불,,,,CE팀_교환,8,3.6,완료,[교환환불] 하자
VOC-20260430-0409,2026-04-30,인스타DM,교환환불,,,,CE팀_교환,8,5.0,완료,[교환환불] 하자
VOC-20260430-0410,2026-04-30,자사몰_게시판,제품문의,,,FM003,CE팀_제품지식,6,11.4,지연완료,[제품문의] 사용법 (캐치 어 스타 페이스 마스크)
VOC-20260430-0411,2026-04-30,자사몰_게시판,매장문의,HN01,스타필드하남,,리테일본부,12,26.9,지연완료,[매장문의] 재고 - 스타필드하남
VOC-20260430-0412,2026-04-30,인스타DM,교환환불,,,GS002,CE팀_교환,8,5.2,완료,[교환환불] 사이즈 (기프트 세트 - 핑크 클라우드)
VOC-20260430-0413,2026-04-30,카카오톡,칭찬,CE01,코엑스,SB001,VOC_리워드,24,16.2,완료,[칭찬] 직원응대 - 코엑스 (허니 아이 워시드 더 키즈 샴푸바)
VOC-20260430-0414,2026-04-30,채널톡,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 배송 늦음
VOC-20260430-0415,2026-04-30,자사몰_게시판,교환환불,,,BD001,CE팀_교환,8,5.5,완료,[교환환불] 단순변심 (샤워젤리 위치 어메이징)
VOC-20260501-0416,2026-05-01,인스타DM,제품문의,,,GS001,CE팀_제품지식,6,3.4,완료,[제품문의] 피부타입 (기프트 세트 - 바스타임)
VOC-20260501-0417,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,1.8,완료,[배송문의] 오배송
VOC-20260501-0418,2026-05-01,인스타DM,제품문의,,,LP002,CE팀_제품지식,6,2.5,완료,[제품문의] 피부타입 (립 스크럽 미스터 펭귄)
VOC-20260501-0419,2026-05-01,전화,교환환불,,,MB002,CE팀_교환,8,7.0,완료,[교환환불] 단순변심 (더 컴포터 마사지바)
VOC-20260501-0420,2026-05-01,전화,제품문의,,,MB003,CE팀_제품지식,6,1.3,완료,[제품문의] 피부타입 (마사지바 틴 케이스)
VOC-20260501-0421,2026-05-01,인스타DM,배송문의,,,,물류팀,4,0.7,완료,[배송문의] 배송 늦음
VOC-20260501-0422,2026-05-01,카카오톡,배송문의,,,,물류팀,4,3.3,완료,[배송문의] 추적 문의
VOC-20260501-0423,2026-05-01,채널톡,칭찬,DG01,현대대구,BD001,VOC_리워드,24,11.4,완료,[칭찬] 직원응대 - 현대대구 (샤워젤리 위치 어메이징)
VOC-20260501-0424,2026-05-01,자사몰_게시판,교환환불,,,,CE팀_교환,8,3.4,완료,[교환환불] 단순변심
VOC-20260501-0425,2026-05-01,인스타DM,매장문의,MD01,명동본점,,리테일본부,12,20.3,지연완료,[매장문의] 이벤트 일정 - 명동본점
VOC-20260501-0426,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,2.4,완료,[배송문의] 배송 늦음
VOC-20260501-0427,2026-05-01,카카오톡,교환환불,,,FM002,CE팀_교환,8,1.4,완료,[교환환불] 하자 (쿠퍼톤 페이스 마스크)
VOC-20260501-0428,2026-05-01,인스타DM,제품문의,,,BB005,CE팀_제품지식,6,12.9,지연완료,[제품문의] 성분 (어머 사쿠라 배쓰밤)
VOC-20260501-0429,2026-05-01,자사몰_게시판,포장오류,,,,물류팀,4,5.2,지연완료,[포장오류] 찌그러짐
VOC-20260501-0430,2026-05-01,자사몰_게시판,매장문의,JS01,잠실롯데,,리테일본부,12,6.9,완료,[매장문의] 이벤트 일정 - 잠실롯데
VOC-20260501-0431,2026-05-01,채널톡,제품문의,,,SB003,CE팀_제품지식,6,10.7,지연완료,[제품문의] 성분 (재스민 앤 헤나 풀룬덤 샴푸바)
VOC-20260501-0432,2026-05-01,카카오톡,제품문의,,,BB003,CE팀_제품지식,6,3.8,완료,[제품문의] 성분 (더 익스피리먼터 배쓰밤)
VOC-20260501-0433,2026-05-01,인스타DM,배송문의,,,,물류팀,4,1.0,완료,[배송문의] 배송 늦음
VOC-20260501-0434,2026-05-01,카카오톡,제품문의,,,,CE팀_제품지식,6,10.2,지연완료,[제품문의] 성분
VOC-20260501-0435,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,2.1,완료,[배송문의] 배송 늦음
VOC-20260501-0436,2026-05-01,전화,교환환불,,,,CE팀_교환,8,6.9,완료,[교환환불] 사이즈
VOC-20260501-0437,2026-05-01,인스타DM,제품문의,,,SB001,CE팀_제품지식,6,3.0,완료,[제품문의] 성분 (허니 아이 워시드 더 키즈 샴푸바)
VOC-20260501-0438,2026-05-01,전화,제품문의,,,SB002,CE팀_제품지식,6,14.7,지연완료,[제품문의] 사용법 (시앤스 샴푸바)
VOC-20260501-0439,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,3.1,완료,[배송문의] 오배송
VOC-20260501-0440,2026-05-01,전화,매장문의,YD01,여의도IFC,,리테일본부,12,19.9,지연완료,[매장문의] 이벤트 일정 - 여의도IFC
VOC-20260501-0441,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,2.0,완료,[배송문의] 배송 늦음
VOC-20260501-0442,2026-05-01,채널톡,배송문의,,,,물류팀,4,1.7,완료,[배송문의] 오배송
VOC-20260501-0443,2026-05-01,채널톡,매장문의,YD01,여의도IFC,,리테일본부,12,2.7,완료,[매장문의] 매장위치 - 여의도IFC
VOC-20260501-0444,2026-05-01,인스타DM,매장문의,DG01,현대대구,,리테일본부,12,6.1,완료,[매장문의] 재고 - 현대대구
VOC-20260501-0445,2026-05-01,인스타DM,배송문의,,,,물류팀,4,,미회신,[배송문의] 오배송
VOC-20260501-0446,2026-05-01,자사몰_게시판,배송문의,,,,물류팀,4,1.9,완료,[배송문의] 배송 늦음
VOC-20260501-0447,2026-05-01,전화,매장문의,CE01,코엑스,,리테일본부,12,1.2,완료,[매장문의] 매장위치 - 코엑스
VOC-20260501-0448,2026-05-01,채널톡,불만,GN01,강남신세계,,CE팀_매장,6,3.5,완료,[불만] 대기시간 - 강남신세계
VOC-20260501-0449,2026-05-01,채널톡,배송문의,,,,물류팀,4,1.9,완료,[배송문의] 오배송
VOC-20260502-0450,2026-05-02,전화,배송문의,,,,물류팀,4,0.6,완료,[배송문의] 오배송
VOC-20260502-0451,2026-05-02,채널톡,제품문의,,,GS002,CE팀_제품지식,6,0.8,완료,[제품문의] 성분 (기프트 세트 - 핑크 클라우드)
VOC-20260502-0452,2026-05-02,인스타DM,칭찬,DG01,현대대구,SB003,VOC_리워드,24,50.6,지연완료,[칭찬] 직원응대 - 현대대구 (재스민 앤 헤나 풀룬덤 샴푸바)
VOC-20260502-0453,2026-05-02,채널톡,매장문의,JS01,잠실롯데,,리테일본부,12,0.9,완료,[매장문의] 재고 - 잠실롯데
VOC-20260502-0454,2026-05-02,인스타DM,불만,HN01,스타필드하남,,CE팀_매장,6,14.8,지연완료,[불만] 직원불친절 - 스타필드하남
VOC-20260502-0455,2026-05-02,인스타DM,교환환불,,,,CE팀_교환,8,2.5,완료,[교환환불] 단순변심
VOC-20260502-0456,2026-05-02,인스타DM,배송문의,,,,물류팀,4,0.6,완료,[배송문의] 오배송
VOC-20260502-0457,2026-05-02,카카오톡,매장문의,DG01,현대대구,,리테일본부,12,1.5,완료,[매장문의] 재고 - 현대대구
VOC-20260502-0458,2026-05-02,자사몰_게시판,배송문의,,,,물류팀,4,1.0,완료,[배송문의] 오배송
VOC-20260502-0459,2026-05-02,자사몰_게시판,배송문의,,,,물류팀,4,5.7,지연완료,[배송문의] 배송 늦음
VOC-20260502-0460,2026-05-02,전화,교환환불,,,FM002,CE팀_교환,8,0.7,완료,[교환환불] 단순변심 (쿠퍼톤 페이스 마스크)
VOC-20260502-0461,2026-05-02,채널톡,칭찬,GN01,강남신세계,,VOC_리워드,24,7.3,완료,[칭찬] 직원응대 - 강남신세계
VOC-20260502-0462,2026-05-02,채널톡,배송문의,,,,물류팀,4,1.1,완료,[배송문의] 배송 늦음
VOC-20260502-0463,2026-05-02,카카오톡,배송문의,,,,물류팀,4,1.3,완료,[배송문의] 추적 문의
VOC-20260502-0464,2026-05-02,인스타DM,제품문의,,,MB002,CE팀_제품지식,6,2.6,완료,[제품문의] 피부타입 (더 컴포터 마사지바)
VOC-20260502-0465,2026-05-02,자사몰_게시판,제품문의,,,,CE팀_제품지식,6,3.5,완료,[제품문의] 사용법
VOC-20260502-0466,2026-05-02,자사몰_게시판,배송문의,,,,물류팀,4,3.2,완료,[배송문의] 오배송
VOC-20260502-0467,2026-05-02,전화,매장문의,PG01,현대판교,,리테일본부,12,9.9,완료,[매장문의] 이벤트 일정 - 현대판교
VOC-20260502-0468,2026-05-02,채널톡,교환환불,,,BD003,CE팀_교환,8,2.1,완료,[교환환불] 하자 (샌드 비누)
VOC-20260502-0469,2026-05-02,전화,매장문의,HN01,스타필드하남,,리테일본부,12,20.0,지연완료,[매장문의] 재고 - 스타필드하남
VOC-20260502-0470,2026-05-02,자사몰_게시판,배송문의,,,,물류팀,4,1.8,완료,[배송문의] 추적 문의
VOC-20260502-0471,2026-05-02,인스타DM,교환환불,,,FM003,CE팀_교환,8,1.2,완료,[교환환불] 단순변심 (캐치 어 스타 페이스 마스크)
VOC-20260502-0472,2026-05-02,카카오톡,배송문의,,,,물류팀,4,8.3,지연완료,[배송문의] 오배송
VOC-20260502-0473,2026-05-02,카카오톡,칭찬,HN01,스타필드하남,MB003,VOC_리워드,24,8.0,완료,[칭찬] 직원응대 - 스타필드하남 (마사지바 틴 케이스)
VOC-20260502-0474,2026-05-02,인스타DM,매장문의,DG01,현대대구,,리테일본부,12,4.2,완료,[매장문의] 재고 - 현대대구
VOC-20260502-0475,2026-05-02,자사몰_게시판,칭찬,HN01,스타필드하남,BD002,VOC_리워드,24,2.8,완료,[칭찬] 제품만족 - 스타필드하남 (락 스타 솝)
VOC-20260502-0476,2026-05-02,인스타DM,칭찬,HN01,스타필드하남,,VOC_리워드,24,12.7,완료,[칭찬] 직원응대 - 스타필드하남
VOC-20260502-0477,2026-05-02,채널톡,칭찬,YD01,여의도IFC,MB003,VOC_리워드,24,10.1,완료,[칭찬] 제품만족 - 여의도IFC (마사지바 틴 케이스)
VOC-20260502-0478,2026-05-02,전화,매장문의,HN01,스타필드하남,,리테일본부,12,2.1,완료,[매장문의] 이벤트 일정 - 스타필드하남
VOC-20260502-0479,2026-05-02,채널톡,배송문의,,,,물류팀,4,3.4,완료,[배송문의] 오배송
VOC-20260502-0480,2026-05-02,채널톡,배송문의,,,,물류팀,4,8.2,지연완료,[배송문의] 오배송
VOC-20260502-0481,2026-05-02,자사몰_게시판,칭찬,BS01,신세계센텀,HR002,VOC_리워드,24,,미회신,[칭찬] 제품만족 - 신세계센텀 (프로 컨디셔너 바 에이브리 후이)
VOC-20260502-0482,2026-05-02,채널톡,배송문의,,,,물류팀,4,2.8,완료,[배송문의] 배송 늦음
VOC-20260502-0483,2026-05-02,채널톡,배송문의,,,,물류팀,4,3.2,완료,[배송문의] 추적 문의
VOC-20260502-0484,2026-05-02,인스타DM,칭찬,HN01,스타필드하남,,VOC_리워드,24,3.1,완료,[칭찬] 제품만족 - 스타필드하남
VOC-20260502-0485,2026-05-02,자사몰_게시판,매장문의,DG01,현대대구,,리테일본부,12,9.0,완료,[매장문의] 매장위치 - 현대대구
VOC-20260502-0486,2026-05-02,카카오톡,교환환불,,,,CE팀_교환,8,7.5,완료,[교환환불] 사이즈
VOC-20260502-0487,2026-05-02,카카오톡,제품문의,,,,CE팀_제품지식,6,4.7,완료,[제품문의] 성분
VOC-20260502-0488,2026-05-02,채널톡,매장문의,DG01,현대대구,,리테일본부,12,23.1,지연완료,[매장문의] 재고 - 현대대구
VOC-20260502-0489,2026-05-02,자사몰_게시판,제품문의,,,LP003,CE팀_제품지식,6,7.3,지연완료,[제품문의] 피부타입 (립 밤 허니 트랩)
VOC-20260502-0490,2026-05-02,카카오톡,제품문의,,,,CE팀_제품지식,6,3.4,완료,[제품문의] 사용법
VOC-20260502-0491,2026-05-02,인스타DM,불만,MD01,명동본점,,CE팀_매장,6,5.1,완료,[불만] 직원불친절 - 명동본점
VOC-20260502-0492,2026-05-02,채널톡,교환환불,,,FM002,CE팀_교환,8,3.0,완료,[교환환불] 단순변심 (쿠퍼톤 페이스 마스크)
VOC-20260502-0493,2026-05-02,채널톡,제품문의,,,,CE팀_제품지식,6,1.9,완료,[제품문의] 성분
VOC-20260502-0494,2026-05-02,카카오톡,배송문의,,,,물류팀,4,1.4,완료,[배송문의] 오배송
VOC-20260502-0495,2026-05-02,전화,교환환불,,,HR001,CE팀_교환,8,6.1,완료,[교환환불] 사이즈 (헨 헤어 헤나 카라멜)
VOC-20260502-0496,2026-05-02,카카오톡,매장문의,YD01,여의도IFC,,리테일본부,12,1.2,완료,[매장문의] 매장위치 - 여의도IFC
VOC-20260502-0497,2026-05-02,인스타DM,교환환불,,,MB001,CE팀_교환,8,9.8,지연완료,[교환환불] 사이즈 (씬티앙 마사지바)
VOC-20260502-0498,2026-05-02,자사몰_게시판,교환환불,,,HR001,CE팀_교환,8,0.7,완료,[교환환불] 단순변심 (헨 헤어 헤나 카라멜)
VOC-20260502-0499,2026-05-02,채널톡,배송문의,,,,물류팀,4,3.4,완료,[배송문의] 오배송
VOC-20260503-0500,2026-05-03,자사몰_게시판,불만,GN01,강남신세계,,CE팀_매장,6,11.7,지연완료,[불만] 직원불친절 - 강남신세계
VOC-20260503-0501,2026-05-03,인스타DM,불만,JS01,잠실롯데,,CE팀_매장,6,5.2,완료,[불만] 대기시간 - 잠실롯데
VOC-20260503-0502,2026-05-03,채널톡,칭찬,MD01,명동본점,SB002,VOC_리워드,24,1.9,완료,[칭찬] 제품만족 - 명동본점 (시앤스 샴푸바)
VOC-20260503-0503,2026-05-03,카카오톡,포장오류,,,,물류팀,4,5.0,지연완료,[포장오류] 찌그러짐
VOC-20260503-0504,2026-05-03,채널톡,배송문의,,,,물류팀,4,0.8,완료,[배송문의] 오배송
VOC-20260503-0505,2026-05-03,인스타DM,배송문의,,,,물류팀,4,8.8,지연완료,[배송문의] 배송 늦음
VOC-20260503-0506,2026-05-03,전화,불만,YD01,여의도IFC,,CE팀_매장,6,,미회신,[불만] 직원불친절 - 여의도IFC
VOC-20260503-0507,2026-05-03,카카오톡,제품문의,,,BD001,CE팀_제품지식,6,3.8,완료,[제품문의] 피부타입 (샤워젤리 위치 어메이징)
VOC-20260503-0508,2026-05-03,전화,배송문의,,,,물류팀,4,5.6,지연완료,[배송문의] 오배송
VOC-20260503-0509,2026-05-03,채널톡,제품문의,,,FM003,CE팀_제품지식,6,0.9,완료,[제품문의] 성분 (캐치 어 스타 페이스 마스크)
VOC-20260503-0510,2026-05-03,인스타DM,칭찬,PG01,현대판교,BB004,VOC_리워드,24,9.0,완료,[칭찬] 직원응대 - 현대판교 (베리 베리 체리 배쓰밤)
VOC-20260503-0511,2026-05-03,채널톡,배송문의,,,,물류팀,4,1.6,완료,[배송문의] 추적 문의
VOC-20260503-0512,2026-05-03,전화,배송문의,,,,물류팀,4,5.6,지연완료,[배송문의] 추적 문의
VOC-20260503-0513,2026-05-03,인스타DM,제품문의,,,FM002,CE팀_제품지식,6,3.3,완료,[제품문의] 성분 (쿠퍼톤 페이스 마스크)
VOC-20260503-0514,2026-05-03,채널톡,불만,HD01,홍대,,CE팀_매장,6,3.1,완료,[불만] 직원불친절 - 홍대
VOC-20260503-0515,2026-05-03,카카오톡,배송문의,,,,물류팀,4,2.1,완료,[배송문의] 추적 문의
VOC-20260503-0516,2026-05-03,카카오톡,교환환불,,,,CE팀_교환,8,4.2,완료,[교환환불] 하자
VOC-20260503-0517,2026-05-03,전화,교환환불,,,BD003,CE팀_교환,8,0.9,완료,[교환환불] 사이즈 (샌드 비누)
VOC-20260503-0518,2026-05-03,카카오톡,매장문의,CE01,코엑스,,리테일본부,12,4.3,완료,[매장문의] 재고 - 코엑스
VOC-20260503-0519,2026-05-03,카카오톡,제품문의,,,,CE팀_제품지식,6,1.3,완료,[제품문의] 피부타입
VOC-20260503-0520,2026-05-03,인스타DM,매장문의,PG01,현대판교,,리테일본부,12,4.9,완료,[매장문의] 매장위치 - 현대판교
VOC-20260503-0521,2026-05-03,인스타DM,제품문의,,,BB001,CE팀_제품지식,6,3.9,완료,[제품문의] 성분 (인터갤럭틱 배쓰밤)
VOC-20260503-0522,2026-05-03,카카오톡,포장오류,,,,물류팀,4,3.2,완료,[포장오류] 찌그러짐
VOC-20260503-0523,2026-05-03,채널톡,배송문의,,,,물류팀,4,2.2,완료,[배송문의] 배송 늦음
VOC-20260503-0524,2026-05-03,전화,배송문의,,,,물류팀,4,3.2,완료,[배송문의] 배송 늦음
VOC-20260503-0525,2026-05-03,자사몰_게시판,교환환불,,,,CE팀_교환,8,9.9,지연완료,[교환환불] 단순변심
VOC-20260503-0526,2026-05-03,자사몰_게시판,제품문의,,,LP003,CE팀_제품지식,6,1.1,완료,[제품문의] 성분 (립 밤 허니 트랩)
VOC-20260503-0527,2026-05-03,인스타DM,배송문의,,,,물류팀,4,1.1,완료,[배송문의] 배송 늦음
VOC-20260503-0528,2026-05-03,전화,교환환불,,,BB005,CE팀_교환,8,3.0,완료,[교환환불] 하자 (어머 사쿠라 배쓰밤)
VOC-20260503-0529,2026-05-03,인스타DM,배송문의,,,,물류팀,4,0.6,완료,[배송문의] 오배송
VOC-20260503-0530,2026-05-03,자사몰_게시판,교환환불,,,FM001,CE팀_교환,8,9.9,지연완료,[교환환불] 하자 (마스크 오브 매그너민티)
VOC-20260503-0531,2026-05-03,카카오톡,교환환불,,,,CE팀_교환,8,12.3,지연완료,[교환환불] 단순변심
VOC-20260503-0532,2026-05-03,채널톡,배송문의,,,,물류팀,4,2.5,완료,[배송문의] 오배송
VOC-20260503-0533,2026-05-03,전화,제품문의,,,HR001,CE팀_제품지식,6,3.0,완료,[제품문의] 사용법 (헨 헤어 헤나 카라멜)
VOC-20260503-0534,2026-05-03,채널톡,교환환불,,,BD001,CE팀_교환,8,1.0,완료,[교환환불] 사이즈 (샤워젤리 위치 어메이징)
VOC-20260503-0535,2026-05-03,인스타DM,제품문의,,,,CE팀_제품지식,6,8.6,지연완료,[제품문의] 성분
VOC-20260503-0536,2026-05-03,인스타DM,매장문의,BS01,신세계센텀,,리테일본부,12,1.5,완료,[매장문의] 매장위치 - 신세계센텀
VOC-20260503-0537,2026-05-03,채널톡,교환환불,,,,CE팀_교환,8,6.8,완료,[교환환불] 단순변심
VOC-20260503-0538,2026-05-03,채널톡,배송문의,,,,물류팀,4,2.3,완료,[배송문의] 오배송
VOC-20260503-0539,2026-05-03,채널톡,배송문의,,,,물류팀,4,3.7,완료,[배송문의] 추적 문의
VOC-20260503-0540,2026-05-03,채널톡,불만,PG01,현대판교,,CE팀_매장,6,4.5,완료,[불만] 직원불친절 - 현대판교
VOC-20260503-0541,2026-05-03,자사몰_게시판,포장오류,,,,물류팀,4,3.5,완료,[포장오류] 구성품 누락
VOC-20260503-0542,2026-05-03,카카오톡,제품문의,,,MB003,CE팀_제품지식,6,11.2,지연완료,[제품문의] 사용법 (마사지바 틴 케이스)
VOC-20260503-0543,2026-05-03,채널톡,교환환불,,,GS002,CE팀_교환,8,5.9,완료,[교환환불] 하자 (기프트 세트 - 핑크 클라우드)
VOC-20260503-0544,2026-05-03,전화,교환환불,,,BD004,CE팀_교환,8,2.6,완료,[교환환불] 사이즈 (로션 바 더 컴포터)
VOC-20260503-0545,2026-05-03,카카오톡,포장오류,,,,물류팀,4,1.7,완료,[포장오류] 누액
VOC-20260503-0546,2026-05-03,채널톡,제품문의,,,LP001,CE팀_제품지식,6,2.4,완료,[제품문의] 사용법 (립 스크럽 바블검)
VOC-20260503-0547,2026-05-03,인스타DM,제품문의,,,BB003,CE팀_제품지식,6,10.1,지연완료,[제품문의] 피부타입 (더 익스피리먼터 배쓰밤)
VOC-20260503-0548,2026-05-03,카카오톡,칭찬,MD01,명동본점,SB003,VOC_리워드,24,11.9,완료,[칭찬] 직원응대 - 명동본점 (재스민 앤 헤나 풀룬덤 샴푸바)
VOC-20260503-0549,2026-05-03,카카오톡,교환환불,,,,CE팀_교환,8,2.6,완료,[교환환불] 단순변심
VOC-20260503-0550,2026-05-03,자사몰_게시판,제품문의,,,,CE팀_제품지식,6,2.0,완료,[제품문의] 사용법
VOC-20260503-0551,2026-05-03,채널톡,배송문의,,,,물류팀,4,0.5,완료,[배송문의] 오배송
VOC-20260503-0552,2026-05-03,카카오톡,매장문의,YD01,여의도IFC,,리테일본부,12,4.1,완료,[매장문의] 이벤트 일정 - 여의도IFC
VOC-20260504-0553,2026-05-04,자사몰_게시판,교환환불,,,MB002,CE팀_교환,8,,미회신,[교환환불] 하자 (더 컴포터 마사지바)
VOC-20260504-0554,2026-05-04,자사몰_게시판,교환환불,,,SB001,CE팀_교환,8,3.1,완료,[교환환불] 단순변심 (허니 아이 워시드 더 키즈 샴푸바)
VOC-20260504-0555,2026-05-04,자사몰_게시판,교환환불,,,MB003,CE팀_교환,8,2.6,완료,[교환환불] 단순변심 (마사지바 틴 케이스)
VOC-20260504-0556,2026-05-04,채널톡,제품문의,,,GS003,CE팀_제품지식,6,2.5,완료,[제품문의] 성분 (기프트 세트 - 어머니날 한정)
VOC-20260504-0557,2026-05-04,카카오톡,교환환불,,,HR002,CE팀_교환,8,1.1,완료,[교환환불] 하자 (프로 컨디셔너 바 에이브리 후이)
VOC-20260504-0558,2026-05-04,카카오톡,불만,DG01,현대대구,,CE팀_매장,6,1.2,완료,[불만] 대기시간 - 현대대구
VOC-20260504-0559,2026-05-04,자사몰_게시판,교환환불,,,,CE팀_교환,8,12.8,지연완료,[교환환불] 하자
VOC-20260504-0560,2026-05-04,채널톡,제품문의,,,BB001,CE팀_제품지식,6,5.6,완료,[제품문의] 성분 (인터갤럭틱 배쓰밤)
VOC-20260504-0561,2026-05-04,전화,배송문의,,,,물류팀,4,1.0,완료,[배송문의] 오배송
VOC-20260504-0562,2026-05-04,채널톡,배송문의,,,,물류팀,4,1.9,완료,[배송문의] 배송 늦음
VOC-20260504-0563,2026-05-04,채널톡,교환환불,,,SB002,CE팀_교환,8,2.1,완료,[교환환불] 사이즈 (시앤스 샴푸바)
VOC-20260504-0564,2026-05-04,인스타DM,배송문의,,,,물류팀,4,0.6,완료,[배송문의] 오배송
VOC-20260504-0565,2026-05-04,인스타DM,배송문의,,,,물류팀,4,3.3,완료,[배송문의] 추적 문의
VOC-20260504-0566,2026-05-04,카카오톡,제품문의,,,FM001,CE팀_제품지식,6,,미회신,[제품문의] 피부타입 (마스크 오브 매그너민티)
VOC-20260504-0567,2026-05-04,자사몰_게시판,불만,HD01,홍대,,CE팀_매장,6,2.0,완료,[불만] 직원불친절 - 홍대
VOC-20260504-0568,2026-05-04,전화,매장문의,GN01,강남신세계,,리테일본부,12,24.1,지연완료,[매장문의] 재고 - 강남신세계
VOC-20260504-0569,2026-05-04,채널톡,제품문의,,,LP001,CE팀_제품지식,6,4.9,완료,[제품문의] 피부타입 (립 스크럽 바블검)
VOC-20260504-0570,2026-05-04,채널톡,제품문의,,,,CE팀_제품지식,6,3.7,완료,[제품문의] 피부타입
VOC-20260504-0571,2026-05-04,카카오톡,제품문의,,,FM003,CE팀_제품지식,6,2.3,완료,[제품문의] 피부타입 (캐치 어 스타 페이스 마스크)
VOC-20260504-0572,2026-05-04,인스타DM,칭찬,HN01,스타필드하남,BB001,VOC_리워드,24,4.1,완료,[칭찬] 제품만족 - 스타필드하남 (인터갤럭틱 배쓰밤)
VOC-20260504-0573,2026-05-04,자사몰_게시판,교환환불,,,BB003,CE팀_교환,8,4.9,완료,[교환환불] 단순변심 (더 익스피리먼터 배쓰밤)
VOC-20260504-0574,2026-05-04,카카오톡,교환환불,,,BD004,CE팀_교환,8,,미회신,[교환환불] 사이즈 (로션 바 더 컴포터)
VOC-20260504-0575,2026-05-04,인스타DM,제품문의,,,BB005,CE팀_제품지식,6,4.1,완료,[제품문의] 피부타입 (어머 사쿠라 배쓰밤)
VOC-20260504-0576,2026-05-04,인스타DM,배송문의,,,,물류팀,4,6.5,지연완료,[배송문의] 추적 문의
VOC-20260504-0577,2026-05-04,인스타DM,교환환불,,,LP002,CE팀_교환,8,2.5,완료,[교환환불] 단순변심 (립 스크럽 미스터 펭귄)
